diff_home_wins,diff_home_losses,diff_away_wins,diff_away_losses,diff_avg_pts_home,diff_avg_pts_away,diff_avg_ast_home,diff_avg_ast_away,diff_avg_fg3_pct_home,diff_avg_fg3_pct_away,diff_avg_fg_pct_home,diff_avg_fg_pct_away,diff_avg_ft_pct_home,diff_avg_ft_pct_away,diff_avg_reb_home,diff_avg_reb_away
4,-6,4,-4,-9.6,-5.8,-1.3,-1.6,-0.0873,0.0062,-0.0086,-0.0024,0.046,-0.1559,-4.5,1.4
-6,6,-1,1,-3.4,3.9,-1.7,-0.9,-0.0312,-0.0417,-0.011,0.0085,-0.1206,0.039,0.9,0.6
1,-1,-2,3,-8.5,-13.4,0.5,0.6,-0.007,0.0007,0.045,-0.0051,0.0236,-0.0384,-4.6,-5.6
1,1,11,-14,4.6,15.4,2,1.3,0.0328,0.0324,-0.0355,0.0158,0.0032,0.0814,4.1,6.7
-1,-1,2,1,9.9,8.4,-2.1,-0.9,0.0642,-0.0081,0.0016,0.0084,-0.0573,0.0425,3.8,0.7
-1,-1,7,-6,-2.2,-3.4,2.5,2.4,0.031,0.0013,0.0267,0.0046,-0.0977,-0.0435,3.6,-4.5
1,0,-3,4,0.6,-0.9,-0.3,-1.9,0.0129,-0.0102,0.0032,0.0101,-0.0387,-0.0688,-1,2.3
7,-7,5,-6,13.4,3.4,-1.8,-2.2,0.0447,-0.0763,0.0242,-0.0155,0.0176,0.1109,0.6,-2.1
7,-5,3,-7,0.6,-7.6,-2.4,-4.6,0.015,-0.0213,0.0165,-0.0242,-0.1556,-0.0449,2.6,-0.8
0,0,5,-5,6.7,1.3,3,-0.8,0.0484,-0.0246,-0.0065,-0.0362,0.0019,-0.0095,5.4,2
-2,1,4,-5,-9.7,-2.3,1.3,1.7,-0.0155,0.0235,-0.0182,0.0076,-0.0735,0.0265,-2.3,0.5
9,-11,8,-7,1.6,-5.3,0.7,-3.4,-0.0151,-0.0024,0.0031,-0.03,0.0063,0.0175,-0.8,0.2
-1,-1,7,-5,0.2,7.2,-4.9,1.7,0.0393,0.0127,-0.0352,0.0271,0.0676,-0.0377,-1.3,3.9
-2,-2,-1,3,3.7,3.3,-4.4,-3.9,-0.0188,0.0128,0.0182,0.0158,0.0958,-0.1406,-0.3,-3.7
-1,2,2,-2,0.2,1.5,0.4,-2.2,-0.0402,-0.0018,-0.0214,-0.0088,-0.0742,-0.0279,8.4,0.6
-13,12,-9,11,3.8,2.4,1,-2,-0.0032,-0.0096,0.0081,0.0176,-0.0084,-0.0039,-1.5,-2.7
9,-9,6,-7,13.6,16.2,-0.4,-4.7,0.0012,0.0015,0.0002,0.0042,0.0561,0.1031,-0.1,5.6
6,-5,5,-6,-8.7,-4.9,4.7,2.9,-0.0565,0.0125,-0.0114,-0.0075,-0.0361,0.0164,-5,3.5
2,-6,13,-10,2.9,4.8,0.4,0.2,0.0216,-0.0124,0.0079,0.0204,-0.1144,-0.0446,1.3,1.3
-5,3,0,2,-0.3,-5.9,-0.5,3.5,0.0028,-0.0497,0.0057,-0.0086,-0.0461,-0.0618,1.5,-3.1
-1,2,0,-1,9.4,11.7,2.6,3,0.0364,0.0423,0.0356,0.0516,0.1195,0.0544,-3.6,-2.4
4,-6,-3,5,-5.1,-9,0.4,1.7,-0.0351,-0.0033,0.0161,0.0128,0.002,0.0354,0,-7.8
4,-6,2,-2,11.2,-0.1,-0.4,-3.6,0.0481,-0.0459,0.0568,0.0002,-0.0531,0.0013,-0.8,-6
-12,11,-8,11,7.2,7,2,-0.1,0.0008,-0.0105,0.0147,0.0069,0.0859,-0.0174,2.2,1
4,-5,-3,3,3.9,-0.6,1.5,-1.8,0.037,0.0313,0.0194,-0.0071,-0.1242,-0.0856,1.8,2.4
-1,1,3,-5,2.8,10.6,1.4,2.8,0.0326,0.0522,-0.0139,0.0274,0.0845,0.0997,-4.5,2.1
4,-4,2,-4,5.9,-5.2,7,-3.3,-0.0048,0.0052,0.0259,-0.0645,-0.0311,0.0649,4.9,-0.6
2,-3,1,1,0.6,0.8,-2.1,0.7,0.0128,0.0081,0.0157,-0.0131,-0.0024,-0.0413,-1.8,1.2
6,-7,6,-4,1.4,0.8,-0.1,-0.3,0.0075,-0.0306,-0.0265,-0.0191,-0.0657,-0.0003,5,2.9
-10,11,-7,7,-1.8,6.3,-6.4,-1.4,0.0041,-0.0215,-0.0172,0.0526,0.0368,-0.0696,-1.9,-0.4
6,-8,4,-3,-4.8,-2.3,-3,-2,-0.043,0.014,-0.0159,-0.0014,0.0403,0.0012,-3.1,0.8
13,-14,8,-7,6.9,3.6,4.5,-2.2,0.0572,-0.0164,-0.0086,-0.0287,-0.0317,-0.0022,5.5,6.3
6,-8,10,-10,4,7.4,0,2,0.0162,0.0428,-0.0415,0.0018,0.0461,0.0022,3.9,2.5
13,-13,5,-4,-1.5,-6.2,-1,-1.3,-0.0035,-0.0341,-0.016,-0.0467,-0.0226,-0.0254,3.9,2
11,-13,7,-6,6.5,3.4,0.7,3.9,0.0424,0.0011,0.0352,0.0408,0.1267,-0.0129,-3.7,-3.4
-8,8,-3,4,-8.1,-6,-0.8,-4.2,-0.0158,0.0388,-0.0138,-0.0136,-0.0129,-0.0829,1.5,1.3
-1,2,4,-5,-3.4,-1.5,-2.1,-3.8,0.011,-0.0041,0.0179,0.0355,-0.0833,0.0375,-2.5,-5.6
-3,-1,-2,6,12.6,4.6,3.2,0.2,0.0329,-0.0263,0.0173,0.0194,0.1349,-0.0152,-1.3,-2.4
-3,3,4,-6,8,10,0.4,-0.4,0.0443,0.0234,-0.0067,0.0382,0.0298,0.0882,-1.4,-2
5,-4,11,-13,-10,2,-2.8,1,0.0033,0.0506,-0.0316,0.016,-0.036,-0.0745,-5.5,6.8
5,-3,0,-3,7.2,8.1,1.4,-3,-0.0103,0.0123,0.0086,0.0014,0.0671,0.1028,-0.7,1.3
-8,8,-10,11,-3.4,1.4,-1.3,2.7,-0.0081,-0.0008,-0.0001,-0.0069,0.0493,0.031,-2.8,0.8
-6,7,-4,4,3.9,4.6,-0.8,2.2,0.0657,-0.0022,-0.0253,-0.0086,-0.0518,0.1169,5.6,3.8
-8,9,-9,9,-6.2,1.7,-7,-1.2,-0.0229,0.0008,-0.0081,0.031,-0.0593,-0.0155,-5.1,2.6
1,-3,0,-2,3,6.7,-2.8,1.2,0.0177,0.0414,-0.0192,-0.0083,-0.098,0.0032,4.3,4.7
2,-5,-2,5,8.5,-1.7,3.1,-2.2,-0.0111,-0.0245,0.0228,-0.0289,0.0389,0.0618,2.4,-3.2
-5,2,0,3,4.1,8.3,-2.2,1.5,0.0138,-0.0364,-0.009,0.0249,0.0134,-0.0478,1.2,0.9
3,-4,5,-5,4.3,7.7,-1.6,-1.4,0.0441,-0.0471,-0.0163,-0.0035,0.0677,0.0117,5.2,2
-6,6,-3,1,-5.4,-3.4,-4.7,2.8,-0.0335,-0.0544,-0.0148,-0.0228,0.0324,-0.0134,2.3,-0.9
4,-6,11,-11,-4.2,-6,3.2,-1.3,-0.0235,-0.0284,0.0044,0.0142,-0.0329,-0.0538,-3.4,0.1
-11,11,-9,10,-5.4,-1.3,-3.9,-3.3,-0.0371,-0.0021,0.0052,0.0319,-0.0486,0.0255,-4,-0.1
1,-4,-2,4,21.9,10.5,2.5,-2.1,0.0614,-0.0118,0.0562,0.0138,0.0413,0.0487,0.8,-2.8
-15,14,-4,5,14.2,15.3,1.2,0,0.0137,-0.01,0.0035,0.0315,0.0555,0.0386,2.5,0
11,-12,10,-11,5.9,-5.2,-2.5,-3.7,0.0562,-0.0442,0.0258,0.0077,-0.0751,0.0136,0.5,-7.2
0,2,0,-2,-6,-5.9,2.7,4.1,0.0116,-0.0016,-0.0321,-0.0285,-0.094,0.1309,0.6,5.5
11,-10,5,-6,3.9,-4.7,1.6,-0.8,0.0165,-0.0039,-0.0228,-0.0214,-0.029,-0.0208,6.5,-0.2
6,-10,5,-3,2.8,7.1,-3.7,4.4,0.0158,0.0531,-0.0159,0.0366,0.0507,-0.0317,0.1,0.3
2,-4,0,-1,1.1,-4.5,2.6,-1,0.01,0.0026,0.0015,-0.0475,-0.0629,0.0249,6.7,-0.1
-7,4,-3,7,-12.9,-3.5,-6.9,0.8,-0.0478,-0.0136,-0.0534,0.0305,-0.0576,-0.0949,1.9,-1
-6,8,-6,4,-4.3,-1.2,2.8,3.2,0.0137,0.0076,-0.0439,-0.0111,0.0473,0.0892,1.5,2
-4,4,-5,6,-1.1,2.2,-2.6,2.3,0.0554,0.0393,-0.0144,0.0083,-0.0174,-0.0094,1.4,2.1
-7,3,-4,6,0.9,-2.5,-1.2,1.1,0.0133,-0.0986,0.0189,-0.0403,-0.0119,-0.0331,3.6,0.2
0,-2,2,-1,-2.6,-1.9,2.3,2.4,0.044,-0.0046,0.0033,-0.004,0.0897,-0.046,-4.9,1.6
14,-15,6,-5,-5.1,-15.7,-3.2,-4.5,0.0158,-0.0358,0.0288,-0.0253,-0.1138,-0.0305,1.6,-6.6
-3,2,-2,3,-10.8,-7,-3.2,-1.1,-0.0302,-0.007,-0.0024,0.0336,-0.0085,0.0269,-5.1,-1.4
9,-9,11,-12,-6.3,-1.1,4.1,4,0.0126,0.0779,-0.0106,0.0069,0.0058,0.0124,-3.5,0.1
3,-3,-1,2,-3.9,4.4,1.2,3.3,-0.0317,0.0072,-0.0103,0.01,0.0542,0.0392,-4.4,2.7
-5,7,-5,3,7.9,3.8,2.2,-1.6,-0.0078,0.0315,0.0223,-0.0022,0.0431,0.0163,3.1,-3.3
12,-9,13,-15,-8.3,2,-1.5,0.7,0.0003,-0.0134,-0.0469,-0.0309,0.0074,0.0618,4.6,5.2
4,-5,6,-5,5.1,4.9,1,-1.5,0.0406,-0.0033,0.0022,0.0114,-0.0741,-0.0898,1.7,3.9
3,-2,2,-2,-2.3,4.3,-3.9,1.4,0.0037,0.0012,-0.0176,0.006,0.0108,-0.036,0,1.7
7,-9,3,-3,8.7,9.5,2.8,4.3,0.0287,-0.0238,0.0271,0.0228,-0.0119,0.12,-2.7,-2
-2,3,0,2,-6,-7.2,-1.9,-1.3,-0.0006,-0.0193,0.0363,0.0061,-0.0785,-0.0278,-3.2,-4.2
-2,4,1,-2,1.2,1.4,2.7,0.9,-0.0378,0.0482,-0.0202,0.0215,-0.0265,0.0218,2.4,-1.4
2,-2,-2,4,0.9,-0.9,3,-1.7,-0.016,0.0602,0.0066,0.0195,0.076,0.1105,-4.1,-2.9
3,-4,1,0,-0.6,-0.6,0,0.3,0.0141,0.0507,0.0365,0.0388,-0.0127,-0.0731,-3.7,-4
2,-1,1,-1,-7.7,-2.5,1.9,3.8,0.0139,0.0497,0.0011,0.0232,-0.0513,0.0143,-7.1,0.5
-4,4,-7,6,2.1,-1.1,-1.5,-1.1,-0.0101,-0.0338,-0.0011,0.0057,0.0698,0.0649,-0.6,-0.4
-3,5,-1,1,-3,3.2,-1.1,0.8,-0.0097,-0.0098,-0.0398,-0.006,0.0151,0.0134,4.5,0.8
-5,5,-2,4,-0.2,-3.4,0.1,0.1,-0.0217,0.0163,0.0022,0.0214,0.0168,-0.035,-2.8,-2.3
-6,6,-5,5,-10,-10.4,-1.3,-3.2,-0.0059,0.0011,-0.0152,-0.0056,0.0386,-0.0452,-3.2,-0.3
3,-3,-1,1,12.5,5.1,6.1,0.5,0.0132,0.0337,0.0278,-0.0029,-0.0199,0.034,2.9,1.4
-10,10,-3,5,3.5,10,1.7,0.4,-0.0415,0.0523,0.0005,-0.0035,-0.0304,-0.0332,1.6,3.4
-7,6,-4,5,9,3,0.8,-5.3,0.0389,-0.0309,-0.0051,-0.0583,-0.0702,0.0251,6.7,5.8
4,-8,-1,5,1.8,-3.8,0.8,-1.8,-0.0102,0.0186,0.022,0.0024,0.0726,-0.0281,1,-4.3
-2,2,1,2,1.5,3.1,-1.8,1.2,-0.0054,0.013,0.0107,0.0442,0.0542,-0.0111,-5.8,-1.6
-4,1,-1,2,3.4,6.6,-1.1,0.5,-0.0083,0.0176,-0.0038,0.0165,-0.0254,0.0278,1.2,3.7
-9,7,-3,4,0.7,-1.1,1,3,-0.0129,-0.0478,-0.0039,-0.0188,0.001,-0.0429,5.4,-0.6
4,-3,-11,11,-7.3,-11.5,-1.7,1.6,0.0075,-0.0413,-0.0012,-0.0304,-0.011,-0.0087,2.4,-2.7
-14,12,-10,12,-8.9,-6.6,0.8,4,-0.0212,0.063,0.0088,0.0376,-0.0078,-0.0874,-8.3,-4
-3,0,0,4,-11.7,-3.6,-5.7,-1.2,0.0365,-0.0283,-0.016,0.0234,-0.0401,-0.0711,-3.3,-0.8
-5,4,-3,6,-10.7,-6.1,-1.1,-1.4,-0.054,0.026,-0.0265,-0.016,0.0298,-0.1001,1.9,2.3
-10,9,-8,10,1,-0.9,-4.4,-1.7,-0.0238,0.0105,0.0066,0.0254,-0.0327,-0.0309,0.8,-0.2
1,-3,-1,2,-3.8,-1.3,1.7,0.7,0.0117,-0.003,-0.0091,0.0256,0.0396,0.089,-8.2,-1.2
2,1,0,-1,-4.7,-7.8,1.3,0,-0.0319,0.0233,0.0044,0.0215,-0.0446,-0.0068,-2.1,-4.8
-9,8,-3,5,-6.1,1.2,1.2,2.2,-0.0164,0.0403,0.0056,0.0283,0.0133,-0.008,-2.1,-2.2
-9,8,-4,6,10.1,10.4,1.3,-1.4,0.0284,0.0455,0.0103,-0.0004,-0.0042,-0.0476,4.8,0.1
8,-7,7,-8,-1.1,1.4,1.6,-2.7,-0.0036,0.0897,0.021,0.0299,0.0038,0.0544,-7,0.4
3,-6,-1,3,9.3,2.2,4.5,-0.4,0.0619,0.0023,0.014,-0.0038,0.019,0.0661,1.8,-0.8
-10,11,-9,9,4.5,3.2,5.6,-0.8,0.0373,-0.0306,-0.0263,-0.0423,0.0089,0.0142,3.6,8.9
-3,4,1,-1,-6.5,2,-0.7,2.5,-0.0324,0.0573,-0.0089,0.0177,-0.0104,0.0697,-1,1.2
-5,6,-12,9,-7.6,-1.3,-2.9,3,-0.0179,-0.0042,-0.0117,-0.014,-0.0337,0.0337,3.2,-1
-3,-1,-5,11,-0.6,-1.5,-0.9,-3.2,0.0051,-0.0049,-0.0264,-0.0262,0.0087,0.0063,5.2,-0.2
0,0,1,0,-4.4,-1,-0.9,0.8,-0.021,0.0292,-0.0131,0.0342,-0.0353,-0.0422,0.3,-2.5
-1,-1,-3,5,-4.4,-14.7,0,0,-0.0041,-0.0774,-0.012,-0.0497,-0.0055,-0.1149,6,0.2
-5,5,5,-7,1.9,9.3,2.9,1.9,-0.0026,0.0445,-0.0184,0.0209,0.0274,0.031,-1,0.4
-14,12,-7,9,-3.5,0.4,-2.1,0,-0.0249,-0.0033,-0.0332,0.0097,0.0643,-0.0061,-1.3,-1.1
5,-8,3,-1,-3,-6.1,-3.5,-3.2,0.0875,-0.055,-0.0023,0.0038,-0.0724,-0.022,-2.8,-0.6
10,-10,6,-5,-4.3,-2.8,3.4,2.7,0.001,-0.0036,-0.0134,-0.0051,-0.0073,0.1032,-1.7,-0.4
-10,10,-12,13,-5.3,-1.1,-2.2,1.2,-0.0104,0.0293,-0.0189,0.0128,-0.0133,-0.0228,1.2,-0.2
3,-1,-2,2,-0.1,-2.6,1.4,-1.1,0.0352,0.0206,0.0309,0.0212,-0.0151,0.0125,-5.8,-3.8
-3,1,-1,2,7.2,-1.5,-2.3,-2.7,0.0004,-0.0322,-0.0092,-0.0377,0.013,-0.0378,7.2,1.6
-8,10,-2,-1,2,1,0.7,-1.3,-0.0221,-0.0032,-0.0149,-0.0238,-0.0216,0.0242,2.5,2.7
-4,3,2,1,7.3,7.3,0.2,0.9,-0.003,0.0204,0.0185,0.0042,-0.0736,-0.0856,1.8,0.5
-10,12,-10,10,-5,-2.2,2.5,2.9,0.01,-0.0602,-0.0582,-0.0394,0.0308,0.0176,2.5,7.9
-6,6,3,-4,-3.6,-0.9,-2.2,-0.5,-0.02,-0.0137,-0.0078,0.0127,-0.0113,0.0072,-4.1,2.1
0,-2,-3,3,7.9,-1.9,0.5,-3.2,0.0069,-0.041,0.0131,-0.022,-0.0133,-0.0483,0.8,1.6
-10,8,-8,11,2.7,4.4,-4.6,-0.1,-0.0533,-0.0157,0.0006,0.007,-0.0216,-0.0149,1.9,0.8
-9,8,-1,-1,0.4,8.4,-2.7,0.9,-0.0245,0.0385,-0.0111,0.0041,-0.0377,0.0385,4.6,1.4
-6,5,1,1,-1.2,4.3,2.3,5.6,0.0086,0.0592,0.0211,0.0366,-0.0344,0.02,-4.6,-3.4
0,-1,1,0,-3.5,3.1,-0.5,1.1,-0.0035,-0.0015,0.0179,0.0102,0.0278,0.0927,-4.5,-1.5
10,-12,4,-2,-2.4,-9.1,2.7,-1.5,-0.0022,-0.025,-0.0183,-0.0078,-0.0662,0.016,0.3,-0.5
0,-3,2,-1,8.6,-4.3,-1.1,3,-0.0144,-0.0919,-0.0001,-0.0346,-0.0886,-0.0442,7.1,0.3
4,-1,0,-4,-4.2,-3.6,0.6,1,-0.0827,-0.0094,-0.0025,-0.0077,0.0751,0.0793,-1,0.7
11,-12,11,-10,2.6,8,-0.9,-0.2,0.0147,-0.0299,-0.0408,-0.0522,-0.0055,0.0131,10,9.7
0,0,-7,6,-1.8,0.9,-2.2,1.2,0.0211,-0.0024,-0.0098,0.0134,0.0041,0.0253,0.2,-2.4
-11,8,-3,6,-3.7,-3.6,-1.2,-2.3,-0.034,-0.0132,-0.0221,-0.0294,0.0149,-0.012,7.6,0.2
-3,4,3,-3,-5,-0.6,-3.5,0.6,-0.0639,-0.0044,-0.0001,0.0033,-0.0408,-0.0239,-3.2,1.4
-1,-2,2,0,5.8,-1.9,-0.1,-5.9,-0.0003,0.0254,0.0136,-0.0158,-0.0268,-0.0192,4.4,-1.2
2,-5,6,-3,2.2,3,-4.3,-4.8,-0.0119,0.015,0.0114,0.0041,-0.0919,0.0052,1.4,-1.8
-7,9,-5,2,7.3,6.5,0.8,1.3,0.0424,0.0419,0.0074,0.0021,0.0941,-0.0183,4.7,0.2
0,0,2,-3,6.3,2.6,0.7,1,-0.0061,0.0126,0.0159,0.0041,-0.0408,-0.0345,-0.5,-1.4
-11,8,-2,5,8.5,3.1,2.2,0.3,0.0458,0.012,0.0108,0.0063,0.0169,-0.0307,-0.2,-1.1
-9,7,-10,9,-2.5,-6.2,-2.1,-0.3,-0.0253,0.0026,0.0165,-0.0029,-0.0857,-0.0348,-0.2,-3.4
7,-10,3,-1,1.2,-1.3,0.6,-2.4,0.0403,-0.0098,-0.0011,-0.0045,-0.0096,-0.0229,1.7,-0.6
-3,1,-2,4,1.3,-2.1,-1,0.1,-0.0402,-0.0251,-0.0239,-0.0283,0.0236,0.0061,2.5,1.5
-14,12,-2,3,7.4,9.2,-1.3,1.5,-0.0128,0.0547,0.0027,0.0358,-0.0075,-0.0443,1.4,2
2,0,1,-2,-5.2,-2.3,-0.6,0.1,0,0.0099,-0.0328,0.03,0.0093,-0.0126,-2.5,-1.3
-9,6,-3,6,5.2,1.5,-3.3,-0.6,-0.0315,-0.0254,0.0174,-0.0168,-0.049,-0.0014,6.7,0
-2,0,-5,6,3.3,-2.5,-1.8,1.2,-0.0063,-0.0403,-0.013,-0.0284,-0.0238,-0.015,5.5,0.4
-7,7,-4,5,4,9.7,4.7,5,0.0579,0.0377,-0.0052,0.0271,0.0067,0.0565,-0.6,-0.3
4,-1,1,-5,-2.2,2,0,0.7,-0.0115,0.0247,0.0097,0.0155,0.1135,0.0128,-5.7,0.9
7,-10,6,-3,1.4,-3.9,0.6,-4.1,-0.0258,0.0472,-0.0053,0.0094,-0.0071,-0.0367,2.5,-1.1
10,-8,1,-2,0.2,3.5,3.2,3.1,0.0646,0.0197,0.0209,0.0467,0.0723,0.0581,-7.2,-3.4
11,-12,0,1,3.2,-3.6,2.3,-2.3,0.024,-0.0206,0.0086,-0.0524,-0.0157,-0.0098,3.6,2.6
6,-4,7,-9,-8.6,-1.6,2.4,3.3,-0.0021,0.0494,-0.0176,0,0.0603,0.0386,-3.5,-0.8
5,-2,2,-5,8.1,7.1,3.5,3.9,-0.0399,0.0588,0.0012,0.0161,0.0822,0.0146,1.4,-1
-5,7,0,-1,-3.6,5.6,-3.9,-1.8,-0.0092,0.0556,-0.0132,0.0005,0.1247,-0.015,-2,4.2
6,-5,2,-5,7.7,5.3,4.2,0,0.0779,0.034,0.0258,0.0213,0.0492,0.0232,0.2,-1.9
3,0,5,-9,0.8,-1.2,0.7,1.2,-0.0311,-0.0268,0.0294,0.0061,0.0161,0.004,-4,0.4
-3,-1,-2,7,5.6,-0.5,1.5,-2.4,0.0315,0.0299,-0.0045,-0.0097,-0.0168,-0.0888,4.6,2.9
3,-2,6,-4,1.1,3.7,1,0.2,0.0106,-0.0117,-0.0146,-0.0364,-0.0175,0.0437,7.6,4.4
-8,9,-5,5,8.3,3.7,2.9,5,0.0465,-0.014,-0.0116,-0.0166,0.0235,-0.0413,3.2,2
-11,9,-8,12,-6.8,-2.2,2.2,-1.2,0.018,0.003,-0.0541,-0.035,0.0225,0.0239,7.1,4.8
5,-4,3,-4,8.6,11.7,0.5,4.1,0.0202,0.0491,0.0165,0.0409,0.005,0.0302,-0.9,-1.4
8,-10,5,-6,-3.6,1.4,-1.6,1.5,-0.0429,0.0157,-0.0264,0.0162,0.0206,0.0001,-2.9,1.5
7,-7,0,2,4.4,-0.7,4.9,1.3,0.0574,0.0079,0.0221,0.0216,0.065,-0.0099,-6.8,-0.5
6,-8,4,-1,-5.8,-8.6,-1.4,-2.8,-0.0563,-0.0449,-0.0086,-0.0243,-0.0381,0.0362,-0.9,-1.6
-1,3,2,-2,-5.5,-2.8,1.1,3.3,0.0206,0.0482,-0.0021,0.0251,0.0065,0.0454,-2.9,-2.8
-10,7,0,2,-1.8,-4.5,-4.6,-3.8,-0.0844,-0.0255,-0.0337,-0.0578,-0.0483,-0.0538,9.4,4.9
-1,0,-1,3,3.2,3.5,-2.3,-4.7,-0.0182,0.0146,0.0117,0.0003,0.0519,0.0086,2.2,1.3
9,-8,3,-8,7.6,5.2,-1.7,0.1,0.0247,-0.0241,0.0194,0.0287,-0.0135,0.0629,-5,-1.5
5,-6,4,-5,6.1,-5.6,0.2,2,-0.0325,-0.071,0.0076,-0.0264,0.0189,-0.0143,2.6,-0.5
-4,2,-6,8,-2.6,-0.2,-1.4,0.6,0.0091,-0.0316,-0.0132,-0.0073,0.0377,0.0194,0.4,-0.4
3,-4,11,-10,11.1,9.3,1.8,2.1,0.031,0.0277,0.0281,0.0391,0.0148,0.0099,-4.1,-0.6
-5,0,-3,9,-0.4,-2.2,-1.4,-1.4,0.0107,-0.0374,-0.0162,-0.0328,-0.0368,-0.0394,4.9,1.3
-4,5,-5,3,-2.4,-3.2,-1.3,2,-0.0044,-0.0881,-0.0283,-0.0613,-0.1005,0.0079,7.9,3.8
-4,8,-4,2,-1.6,8.7,4,5.4,-0.026,0.0926,-0.0038,0.0552,0.0906,0.0289,-4.7,0.7
12,-11,12,-12,-6.5,3.2,-0.3,1.8,-0.0068,-0.0159,-0.0248,-0.0179,-0.0161,0.1152,3.2,2.2
-6,3,-9,14,-2.5,-5,3.2,0.6,0.0207,-0.0317,-0.0303,-0.0206,0.0341,-0.0091,3.5,0.4
11,-10,4,-5,2,7.4,0,2.1,-0.003,0.0319,-0.0076,0.0067,-0.0039,0.0086,2,0.9
1,0,-1,0,-3.8,-4.1,0.2,-2.5,0.0168,-0.0459,0.0267,0,-0.0318,0.0366,-2.7,-2
-3,3,2,-3,-0.7,3.7,0,3.3,-0.0113,0.0114,-0.0079,0.0257,0.0739,-0.0027,-1.7,-0.3
8,-11,4,-4,2,2.7,-0.9,-0.3,-0.0434,-0.0035,0.002,-0.017,0.0291,0.0063,0.5,1.6
-7,4,0,2,5.2,-3.7,-0.3,1.4,-0.0182,-0.0513,-0.0083,-0.0424,-0.0588,-0.0257,7.9,0.6
1,-3,0,0,3,6.5,-3.5,-4.5,0.0113,0.046,-0.0122,-0.0032,-0.0473,0.0389,1,3.3
-5,3,2,0,5.9,14.8,-0.4,4.2,0.027,0.0149,0.0187,0.0383,0.0318,0.0739,-3.1,-1.2
9,-10,11,-10,2.7,0.7,0.9,0.3,0.002,0.0097,-0.0077,-0.0118,-0.0149,0.0165,0.7,1.8
-12,12,-5,6,0.2,3.8,-2,0,-0.0134,0.0442,-0.0192,0.0111,0.0015,-0.1211,0.4,5.4
-7,7,-6,6,3.2,0.8,0.5,0.7,0.0079,-0.1089,-0.0099,-0.0225,-0.0427,-0.097,1.8,3.5
6,-6,3,-5,-0.6,-1.8,-0.2,-2.2,0.013,-0.0281,-0.008,-0.0251,-0.0278,0.0462,3.9,1.5
3,-3,6,-5,-14.5,-12.2,-2.9,-1.3,-0.0673,-0.0471,-0.0488,-0.0555,-0.0293,0.0106,-2,3.2
3,-1,5,-8,8.3,14.3,0.8,5.3,-0.0672,0.0999,0.0333,0.0685,0.043,-0.0286,-5.3,-0.5
-2,1,1,-1,2,-5.5,1.2,1.1,0.0133,-0.0206,0.0191,0.0171,-0.0154,0.0252,-5,-3.4
1,1,-1,-4,3.3,5.5,-1.8,-0.7,-0.0266,0.0242,-0.0008,0.0249,-0.0172,0.0436,-2.7,0.9
7,-7,3,-3,9,7,1.7,3.4,0.0308,0.0341,0.0471,0.044,-0.0204,-0.0079,-4.4,-4.1
7,-9,4,-5,-7.1,-2.7,-2.5,-0.7,-0.0158,-0.0143,-0.0011,0.0058,-0.0268,0.05,-4.2,-0.6
1,-3,0,2,6.4,1.3,2.7,-2.2,0.0173,-0.0105,0.0489,-0.0128,0.0167,-0.0019,0.4,-2.6
-2,2,-7,7,-6.1,-3,-0.8,-4.2,-0.0214,-0.0002,-0.0188,-0.0107,0.0496,-0.0183,2.6,1.8
-7,8,5,-7,-0.2,3.4,-3.5,0.8,-0.0375,0.0161,-0.009,-0.0024,0.0418,0.0297,1.2,1.7
9,-10,6,-6,4,3.9,1.7,3.2,-0.0031,0.0175,0.0193,0.0317,-0.0283,0.0416,-4.9,-2.3
-10,7,-8,10,2.1,0.9,-3.3,-3.7,-0.0067,0.0446,0.0243,0.0102,-0.0053,0.0011,-4.5,-4.1
3,-4,1,-1,5,-1.3,1.1,-2.5,0.0385,-0.029,0.023,-0.0029,-0.0359,-0.0359,0.5,-1.9
-2,0,-1,3,1.2,-1.2,1.1,-2.3,0.0363,-0.0298,0.0108,-0.0028,-0.0445,-0.0844,1.4,1.8
-8,7,-3,3,-3,1.1,-5.4,-1.1,-0.0374,-0.0357,-0.0424,-0.0354,-0.0502,-0.0058,6.1,6.6
-8,8,-2,2,-5.9,-2.3,-4.4,-2.1,-0.004,0.0306,-0.03,0.0095,-0.0322,-0.0208,0.4,0.9
-3,3,3,-1,-1.1,2.3,0.6,4.7,-0.0867,0.0302,-0.0069,0.0108,0.0315,-0.0099,-1.5,1.3
-6,6,2,-3,9.8,15.4,1.9,4.8,-0.0039,0.0749,0.0312,0.0838,0.0377,0.0671,-7.3,-3.6
7,-10,3,-3,2.3,0.7,-3.7,-6.4,0.0241,0.0335,-0.0125,0.0115,-0.0095,0.0438,-0.3,2
-4,5,-3,2,-0.5,3.6,0.8,-0.1,-0.0177,0.039,-0.0076,0.0053,0.0066,0.0658,1.6,2.7
-10,8,-8,9,0.5,2.8,-2.7,0.3,-0.0075,-0.0157,0.0297,0.0065,0.0437,0.0485,-6.8,-2.7
10,-9,7,-9,4.9,12.7,-2.9,2.4,-0.039,0.078,0.0335,0.0428,-0.0249,-0.0318,-4.3,0.6
2,-4,2,1,5.4,-2.8,3.7,-2.4,0.0368,0.0178,0.0187,-0.0041,-0.0153,0.0126,-0.8,-0.1
